Index,Date,LTP,% Change,High,Low,Open,Qty.,Turnover
27,2025/05/19,262.11,0.94,264.90,258.00,262.00,"237,195","61,903,740.10"
28,2025/05/18,259.67,4.85,267.00,245.00,245.00,"364,678","93,619,293.80"
29,2025/05/15,247.67,-2.49,258.00,246.50,249.00,"154,007","38,423,976.00"
30,2025/05/14,254.00,-0.12,258.00,251.00,257.90,"108,561","27,559,701.70"
31,2025/05/13,254.31,-2.18,265.00,254.00,265.00,"186,939","47,967,699.90"
32,2025/05/11,259.99,-3.21,273.90,258.10,264.00,"290,379","76,555,081.30"
33,2025/05/08,268.60,3.85,274.90,254.00,254.00,"440,071","117,801,389.40"
34,2025/05/07,258.63,2.79,264.00,250.00,250.00,"319,758","83,026,458.80"
35,2025/05/06,251.61,-1.34,258.90,250.00,250.20,"282,487","71,395,480.80"
36,2025/05/05,255.03,-2.78,267.50,254.00,257.20,"219,983","56,598,237.20"
37,2025/05/04,262.33,-0.27,268.20,261.50,268.20,"210,485","55,665,746.60"
38,2025/04/30,263.03,2.02,273.50,254.00,257.90,"368,752","96,957,076.60"
39,2025/04/29,257.82,-2.68,270.00,257.10,259.90,"306,179","79,759,087.30"
40,2025/04/28,264.93,0.73,274.90,257.80,257.80,"359,066","96,186,743.70"
41,2025/04/27,263.02,-1.31,270.90,256.00,262.10,"317,168","84,202,281.60"
42,2025/04/24,266.51,1.24,270.00,258.10,262.00,"303,891","80,216,811.40"
43,2025/04/23,263.25,-1.32,272.00,261.50,261.50,"199,390","52,930,820.00"
44,2025/04/22,266.76,-2.3,278.50,266.00,275.00,"330,104","89,297,150.00"
45,2025/04/21,273.04,0.13,280.80,268.20,274.50,"264,182","72,823,986.70"
46,2025/04/20,272.69,-3.29,285.80,271.00,285.00,"176,722","48,828,470.90"
47,2025/04/17,281.97,-0.09,289.50,279.30,287.80,"457,452","130,077,447.60"
48,2025/04/16,282.21,1.64,285.00,273.00,280.00,"322,198","90,005,010.00"
49,2025/04/15,277.67,2.69,280.00,270.00,275.80,"291,956","80,866,217.40"
50,2025/04/13,270.40,1.06,272.30,264.70,267.60,"276,752","74,512,072.80"
51,2025/04/10,267.56,-1.52,275.00,267.00,274.00,"204,444","55,141,734.00"
52,2025/04/09,271.68,-0.95,280.00,269.80,269.80,"189,694","51,915,201.00"
53,2025/04/08,274.28,2.23,275.40,261.70,266.00,"294,789","78,787,203.70"
54,2025/04/07,268.29,-2.12,284.90,268.00,268.70,"210,097","57,024,585.90"
55,2025/04/03,274.11,-2.91,283.00,273.00,283.00,"339,135","93,710,560.10"
56,2025/04/02,282.34,1.31,284.00,278.00,281.00,"229,441","64,573,247.70"
57,2025/04/01,278.70,-2.77,291.00,276.00,286.00,"381,889","106,962,032.00"
58,2025/03/30,286.64,-0.48,295.00,284.00,290.00,"450,126","130,777,954.20"
59,2025/03/27,288.03,4.05,289.80,275.20,279.90,"478,530","135,997,503.10"
60,2025/03/26,276.81,2.89,279.80,266.00,266.00,"295,985","81,347,954.40"
61,2025/03/25,269.04,-4.41,280.00,268.00,276.00,"400,610","109,116,628.80"
62,2025/03/24,281.45,-0.43,287.90,275.00,280.00,"368,044","103,921,921.40"
63,2025/03/23,282.66,-3.92,299.00,281.00,299.00,"454,371","129,675,956.30"
64,2025/03/20,294.20,-1.28,299.00,290.00,297.00,"445,853","130,652,863.20"
65,2025/03/19,298.00,-2.3,305.00,295.00,305.00,"435,625","130,466,577.30"
66,2025/03/18,305.00,2.45,311.00,289.20,291.80,"768,543","227,212,708.70"
67,2025/03/17,297.70,-4.58,309.90,297.70,306.00,"553,804","168,345,082.20"
68,2025/03/16,312.00,0.65,318.00,300.00,303.80,"1,193,937","369,464,989.40"
69,2025/03/12,310.00,6.71,318.00,284.70,285.00,"1,309,670","391,969,107.10"
70,2025/03/11,290.50,-1.09,302.00,281.00,288.00,"598,046","171,187,002.10"
71,2025/03/10,293.70,-1.77,304.90,275.00,299.00,"1,163,855","334,738,343.80"
72,2025/03/09,299.00,-0.99,308.90,294.10,308.00,"882,641","265,426,334.50"
73,2025/03/06,302.00,3.67,305.00,285.50,285.50,"1,060,007","315,790,348.80"
74,2025/03/05,291.30,-0.92,305.80,289.20,295.00,"923,950","274,314,131.10"
75,2025/03/04,294.00,3.16,303.00,286.10,289.00,"1,317,842","391,071,720.80"
76,2025/03/03,285.00,2.52,289.00,273.20,281.00,"960,141","271,720,964.40"
77,2025/03/02,278.00,5.7,282.00,257.80,268.20,"873,576","235,206,697.90"
78,2025/02/27,263.00,-0.53,269.60,257.00,269.60,"508,434","133,437,476.40"
79,2025/02/25,264.40,1.69,267.00,255.00,262.80,"756,317","198,011,322.00"
80,2025/02/24,260.00,6.34,265.00,245.00,249.30,"1,506,161","389,768,586.30"
81,2025/02/23,244.50,5.84,245.00,224.00,230.00,"824,084","197,050,475.00"
82,2025/02/20,231.00,0.61,234.00,225.00,234.00,"263,968","60,914,390.90"
83,2025/02/18,229.60,-0.17,234.00,228.20,234.00,"256,204","59,227,277.10"
84,2025/02/17,230.00,-1.67,238.50,228.00,235.00,"279,771","64,781,568.60"
85,2025/02/16,233.90,6.32,239.00,221.00,224.40,"702,783","161,861,292.70"
86,2025/02/13,220.00,0.92,222.10,218.80,222.00,"180,606","39,770,687.60"
87,2025/02/12,218.00,0.46,223.00,215.00,219.80,"189,224","41,655,113.60"
88,2025/02/11,217.00,0.93,219.00,213.40,215.00,"124,144","26,885,614.80"
89,2025/02/10,215.00,0,223.00,213.10,213.10,"84,643","18,193,066.90"
90,2025/02/09,215.00,-1.83,224.70,215.00,215.00,"121,672","26,554,076.30"
91,2025/02/06,219.00,0.46,225.90,213.70,213.70,"143,119","31,450,712.90"
92,2025/02/05,218.00,0.65,223.00,216.00,220.90,"176,293","38,800,301.50"
93,2025/02/04,216.60,-0.64,222.30,215.10,218.00,"100,940","21,965,024.70"
94,2025/02/03,218.00,-1.71,226.20,217.00,226.20,"182,181","40,235,057.20"
95,2025/02/02,221.80,3.79,225.90,215.90,215.90,"282,178","62,576,027.00"
96,2025/01/28,213.70,2.84,216.10,206.20,207.80,"193,967","41,001,500.80"
97,2025/01/27,207.80,0.29,212.00,205.20,205.20,"140,960","29,492,782.30"
98,2025/01/26,207.20,-0.1,211.50,206.10,211.50,"74,028","15,385,092.40"
99,2025/01/23,207.40,-1.24,214.00,207.00,212.00,"46,925","9,846,665.00"
100,2025/01/22,210.00,2.94,212.80,201.50,202.00,"158,277","33,097,459.90"
101,2025/01/21,204.00,-0.63,207.80,202.80,205.00,"47,791","9,791,781.60"
102,2025/01/20,205.30,-0.58,210.60,204.90,210.60,"76,588","15,879,324.50"
103,2025/01/19,206.50,0.73,207.40,203.20,203.20,"52,116","10,742,297.00"
104,2025/01/16,205.00,-0.73,207.00,203.50,207.00,"59,605","12,199,929.30"
105,2025/01/15,206.50,1.23,207.90,201.80,201.80,"60,097","12,348,948.50"
106,2025/01/13,204.00,0.29,209.00,200.00,203.00,"190,060","38,527,395.40"
107,2025/01/12,203.40,-3.46,211.00,200.00,209.10,"151,792","30,759,696.00"
108,2025/01/09,210.70,-1.13,216.00,210.30,216.00,"48,109","10,171,692.50"
109,2025/01/08,213.10,-0.42,216.80,212.00,214.00,"38,977","8,293,880.00"
110,2025/01/07,214.00,0,218.00,212.10,214.00,"83,593","17,992,870.10"
111,2025/01/06,214.00,5.16,216.20,205.00,205.00,"125,060","26,382,013.60"
112,2025/01/05,203.50,1.24,204.00,202.00,203.00,"46,043","9,361,825.70"
113,2025/01/02,201.00,0.2,204.60,200.00,200.00,"37,939","7,662,419.30"
114,2025/01/01,200.60,0.8,203.90,199.30,201.00,"32,014","6,457,910.10"
115,2024/12/31,199.00,-2.45,204.00,197.00,204.00,"106,637","21,258,691.90"
116,2024/12/29,204.00,-1.26,207.20,203.20,203.20,"44,707","9,156,509.40"
117,2024/12/26,206.60,-0.86,209.00,205.00,208.00,"43,522","9,013,142.20"
118,2024/12/24,208.40,0.29,212.40,208.00,209.50,"69,023","14,476,861.70"
119,2024/12/23,207.80,1.86,208.20,202.00,203.00,"64,849","13,331,825.40"
120,2024/12/22,204.00,-1.35,207.90,203.00,206.00,"73,623","15,095,785.60"
121,2024/12/19,206.80,-2.18,213.00,206.00,210.10,"73,425","15,290,867.40"
122,2024/12/18,211.40,-0.75,215.00,210.70,215.00,"49,695","10,526,719.80"
123,2024/12/17,213.00,-0.47,215.20,212.00,212.30,"34,191","7,302,799.90"
124,2024/12/16,214.00,-1.92,220.00,212.00,220.00,"109,886","23,586,786.40"
125,2024/12/12,218.20,-1.71,224.30,218.00,222.10,"59,197","13,025,735.30"
126,2024/12/11,222.00,1.14,222.80,218.00,220.00,"52,719","11,643,136.80"
127,2024/12/10,219.50,-0.23,223.00,218.00,220.00,"70,096","15,392,465.70"
128,2024/12/09,220.00,0,224.20,215.60,215.60,"67,218","14,787,238.60"
129,2024/12/08,220.00,-2.22,229.50,219.00,229.50,"117,261","25,952,528.90"
130,2024/12/05,225.00,-2.3,234.80,224.00,234.80,"118,793","26,972,615.20"
131,2024/12/04,230.30,0.79,237.50,227.00,233.00,"273,971","63,891,527.50"
132,2024/12/03,228.50,2.93,230.00,223.00,226.40,"347,112","78,995,383.70"
133,2024/12/02,222.00,0,227.40,221.30,224.50,"122,496","27,533,499.90"
134,2024/12/01,222.00,-0.63,223.90,218.00,219.10,"109,984","24,256,653.90"
135,2024/11/28,223.40,-1.8,230.00,223.30,230.00,"108,308","24,397,341.90"
136,2024/11/27,227.50,1.11,230.00,224.00,228.40,"105,281","23,950,882.10"
137,2024/11/26,225.00,2.51,228.20,220.00,223.80,"112,809","25,143,732.20"
138,2024/11/25,219.50,0.69,224.00,213.80,213.80,"61,276","13,477,685.70"
139,2024/11/24,218.00,-1.76,226.30,217.70,226.30,"108,803","23,971,707.90"
140,2024/11/21,221.90,-1.42,229.60,221.50,229.60,"130,105","29,254,597.60"
141,2024/11/20,225.10,0.49,227.00,220.00,220.00,"94,418","21,199,575.90"
142,2024/11/19,224.00,-2.65,233.00,223.00,226.50,"174,237","39,480,562.60"
143,2024/11/17,230.10,0.26,237.60,229.60,234.00,"154,854","36,213,566.30"
144,2024/11/14,229.50,0.66,233.80,228.00,231.00,"176,583","40,709,184.00"
145,2024/11/13,228.00,-1.3,235.50,226.00,226.40,"111,406","25,488,626.20"
146,2024/11/12,231.00,-1.28,238.60,229.20,238.60,"140,982","32,924,233.60"
147,2024/11/11,234.00,-1.27,244.00,230.00,241.00,"242,450","57,665,002.80"
148,2024/11/10,237.00,5.99,237.00,224.00,228.00,"270,724","62,743,480.90"
149,2024/11/06,223.60,1.18,224.00,219.00,223.00,"75,085","16,601,678.00"
150,2024/11/05,221.00,-0.9,225.80,218.60,218.60,"45,600","10,136,165.70"
151,2024/10/30,223.00,-0.98,230.00,220.70,220.70,"81,025","18,235,225.30"
152,2024/10/29,225.20,1.3,230.00,223.00,226.70,"181,743","41,170,529.60"
153,2024/10/28,222.30,1.51,223.40,219.60,223.00,"87,189","19,343,553.50"
154,2024/10/27,219.00,0.92,222.00,216.00,221.30,"97,423","21,288,088.90"
155,2024/10/24,217.00,-0.87,222.00,215.00,216.00,"102,016","22,244,587.10"
156,2024/10/23,218.90,-0.32,222.00,215.70,222.00,"96,979","21,097,976.70"
157,2024/10/22,219.60,1.76,220.00,214.00,214.00,"74,701","16,258,344.20"
158,2024/10/21,215.80,-2.79,226.40,215.10,226.40,"174,003","37,908,474.40"
159,2024/10/20,222.00,-2.2,229.00,218.00,222.50,"193,108","43,015,797.80"
160,2024/10/17,227.00,-1.3,235.00,225.50,230.00,"140,341","32,422,144.50"
161,2024/10/16,230.00,2.77,233.00,222.00,225.00,"167,943","38,589,483.40"
162,2024/10/15,223.80,1.73,224.00,220.00,223.00,"48,511","10,764,904.30"
163,2024/10/09,220.00,1.85,220.20,213.10,218.90,"79,246","17,251,179.80"
164,2024/10/09,220.00,1.85,220.20,213.10,218.90,"79,246","17,251,179.80"
165,2024/10/08,216.00,-3.53,224.00,215.00,222.10,"89,737","19,578,605.40"
166,2024/10/07,223.90,1.73,227.00,220.40,223.00,"145,568","32,504,433.70"
167,2024/10/06,220.10,3.19,222.00,210.00,213.10,"125,525","27,230,424.80"
168,2024/10/02,213.30,-2.6,223.30,212.00,223.30,"196,130","42,443,134.10"
169,2024/10/01,219.00,9.5,219.30,200.20,203.00,"223,230","47,098,082.90"
170,2024/09/30,200.00,2.3,201.00,194.60,196.00,"95,256","18,802,427.00"
171,2024/09/29,195.50,-2.3,203.00,193.50,196.10,"106,125","20,927,872.80"
172,2024/09/26,200.10,-3.8,211.00,199.00,208.00,"91,166","18,525,794.70"
173,2024/09/25,208.00,4.47,210.00,196.30,201.00,"130,861","26,687,943.50"
174,2024/09/24,199.10,-4.28,211.00,198.30,211.00,"152,060","30,907,278.50"
175,2024/09/23,208.00,-3.03,214.50,201.00,211.00,"153,388","31,924,501.10"
176,2024/09/22,214.50,1.42,224.40,211.00,214.00,"136,847","29,389,055.70"
177,2024/09/18,211.50,0,216.90,209.00,212.00,"138,744","29,440,079.40"
178,2024/09/16,211.50,-2.08,219.90,209.20,216.10,"194,548","41,415,768.10"
179,2024/09/15,216.00,-4,234.00,214.00,227.50,"285,372","64,358,681.40"
180,2024/09/12,225.00,7.19,228.90,208.00,208.00,"188,381","41,217,632.30"
181,2024/09/11,209.90,-1.96,218.30,208.20,218.30,"174,059","36,911,518.00"
182,2024/09/10,214.10,-2.28,231.00,212.90,219.10,"196,877","43,090,984.80"
183,2024/09/09,219.10,-2.54,229.20,217.60,229.20,"221,238","48,920,205.10"
184,2024/09/08,224.80,-2.26,235.00,223.00,232.60,"149,447","34,226,553.60"
185,2024/09/05,230.00,-1.29,237.00,222.00,237.00,"210,079","47,889,016.80"
186,2024/09/04,233.00,-4.12,247.80,228.00,247.80,"218,947","51,467,094.70"
187,2024/09/03,243.00,0.33,253.00,241.00,246.00,"307,716","75,847,708.70"
188,2024/09/02,242.20,8.03,243.50,221.70,228.60,"394,518","92,894,016.30"
189,2024/09/01,224.20,-4.19,242.20,222.00,238.50,"237,067","54,069,078.80"
190,2024/08/29,234.00,-2.46,244.60,230.00,244.00,"222,066","52,117,713.00"
191,2024/08/28,239.90,1.65,250.90,234.30,238.70,"380,632","92,457,962.80"
192,2024/08/27,236.00,-7.45,259.00,233.10,252.00,"554,755","134,858,796.40"
193,2024/08/25,255.00,-0.31,270.20,254.00,256.00,"724,121","188,658,823.40"
194,2024/08/22,255.80,-1.24,269.00,255.80,264.10,"369,282","96,364,835.60"
195,2024/08/21,259.00,0.78,270.00,255.80,260.00,"470,356","123,164,077.00"
196,2024/08/18,257.00,-4.81,276.00,253.00,272.00,"719,865","190,560,960.30"
197,2024/08/15,270.00,4.65,283.00,260.00,263.00,"839,595","227,642,349.80"
198,2024/08/14,258.00,3.61,260.10,239.30,249.00,"666,793","165,331,866.50"
199,2024/08/13,249.00,-0.4,265.00,240.10,255.00,"574,728","143,907,974.00"
200,2024/08/12,250.00,6.75,256.00,235.00,235.00,"953,333","232,449,402.70"
201,2024/08/11,234.20,8.43,234.80,215.20,217.00,"905,804","205,374,348.70"
202,2024/08/08,216.00,0.23,225.00,215.00,217.00,"542,883","118,632,267.80"
203,2024/08/07,215.50,3.51,217.70,207.00,207.00,"402,893","85,919,500.20"
204,2024/08/06,208.20,-5.36,225.00,205.00,220.00,"611,587","130,995,791.40"
205,2024/08/05,220.00,0.92,227.00,211.00,218.00,"565,822","125,060,766.70"
206,2024/08/01,218.00,-1.8,229.00,215.30,223.00,"560,831","124,846,978.50"
207,2024/07/31,222.00,8.29,225.50,200.90,200.90,"1,036,316","225,866,917.30"
208,2024/07/30,205.00,0.99,209.00,199.00,202.00,"408,477","83,214,210.30"
209,2024/07/29,203.00,-1.46,214.00,201.70,210.10,"521,994","108,313,646.80"
210,2024/07/28,206.00,0.98,214.00,196.90,208.00,"457,582","93,402,210.50"
211,2024/07/25,204.00,-0.49,213.10,203.00,206.00,"552,698","114,380,227.20"
212,2024/07/24,205.00,2.5,214.00,198.00,203.90,"869,430","179,619,185.50"
213,2024/07/23,200.00,3.52,202.00,191.30,193.20,"685,015","136,104,686.80"
214,2024/07/22,193.20,3.98,198.50,179.90,189.00,"685,170","129,436,148.10"
215,2024/07/21,185.80,2.09,187.00,177.30,185.60,"616,911","112,371,424.80"
216,2024/07/18,182.00,-2.15,192.40,180.00,189.70,"518,025","95,915,319.00"
217,2024/07/17,186.00,2.76,187.10,178.00,184.00,"739,487","136,162,713.10"
218,2024/07/16,181.00,8.58,181.90,165.00,168.00,"754,529","133,000,623.30"
219,2024/07/15,166.70,-1.94,174.00,165.00,170.00,"403,806","68,314,511.60"
220,2024/07/14,170.00,7.05,171.00,161.10,161.90,"493,392","82,448,519.90"
221,2024/07/11,158.80,3.12,159.60,153.00,156.00,"306,490","48,153,029.90"
222,2024/07/10,154.00,3.7,155.00,148.60,149.90,"172,182","26,280,479.50"
223,2024/07/09,148.50,-0.74,151.80,148.00,151.80,"59,782","8,928,716.00"
224,2024/07/08,149.60,-0.66,152.10,149.00,151.00,"52,649","7,887,559.10"
225,2024/07/07,150.60,1.07,151.90,147.50,150.00,"85,434","12,837,549.10"
226,2024/07/04,149.00,-1,153.50,148.40,153.50,"93,876","14,111,854.00"
227,2024/07/03,150.50,0,150.90,147.60,150.20,"53,506","8,018,777.10"
228,2024/07/02,150.50,3.08,157.80,147.00,148.90,"113,984","17,187,598.20"
229,2024/07/01,146.00,0.48,147.20,144.40,145.00,"23,850","3,482,656.20"
230,2024/06/30,145.30,-1.36,148.00,145.30,147.30,"36,212","5,289,179.60"
231,2024/06/27,147.30,0.2,149.00,146.50,148.00,"41,835","6,161,950.90"
232,2024/06/26,147.00,-0.14,150.10,146.80,150.10,"71,979","10,639,248.40"
233,2024/06/25,147.20,-1.6,152.00,147.20,150.00,"78,266","11,705,753.30"
234,2024/06/24,149.60,0.81,151.70,147.10,150.00,"99,272","14,819,602.30"
235,2024/06/23,148.40,0.54,150.00,147.00,147.80,"68,150","10,084,714.10"
236,2024/06/20,147.60,-2.89,154.00,147.50,154.00,"66,109","9,830,511.40"
237,2024/06/19,152.00,0.66,153.90,149.50,153.90,"34,835","5,244,830.80"
238,2024/06/18,151.00,-1.69,156.00,150.50,153.00,"146,316","22,321,518.90"
239,2024/06/16,153.60,1.25,160.00,149.80,153.00,"333,157","51,697,572.50"
240,2024/06/13,151.70,-0.2,154.00,149.00,154.00,"140,962","21,390,311.20"
241,2024/06/12,152.00,2.15,156.90,150.00,151.70,"226,502","34,701,842.20"
242,2024/06/11,148.80,3.26,150.00,145.10,146.00,"86,827","12,868,899.30"
243,2024/06/10,144.10,0.84,149.60,143.00,144.00,"58,332","8,500,422.70"
244,2024/06/09,142.90,-0.07,145.00,142.00,145.00,"32,429","4,625,303.00"
245,2024/06/06,143.00,0,144.90,141.60,144.90,"52,674","7,523,673.20"
246,2024/06/05,143.00,-1.31,146.00,143.00,143.90,"40,846","5,869,468.90"
247,2024/06/04,144.90,-1.36,149.80,144.00,149.80,"39,476","5,721,383.60"
248,2024/06/03,146.90,0.62,149.90,145.30,148.00,"34,122","5,003,100.90"
249,2024/06/02,146.00,-0.68,149.90,145.00,149.90,"59,528","8,697,484.70"
250,2024/05/30,147.00,-1.01,151.40,146.20,151.40,"60,362","8,924,974.40"
251,2024/05/29,148.50,-0.67,155.40,148.00,152.40,"57,451","8,611,180.70"
252,2024/05/27,149.50,0.95,152.20,148.00,150.00,"67,993","10,203,061.00"
253,2024/05/26,148.10,-2.57,155.00,148.10,155.00,"54,475","8,181,364.10"
254,2024/05/22,152.00,-1.23,156.10,151.40,155.00,"94,533","14,537,158.50"
255,2024/05/21,153.90,1.92,155.00,149.00,151.10,"123,763","18,895,539.60"
256,2024/05/20,151.00,-0.53,153.50,150.10,153.50,"112,434","17,014,615.00"
257,2024/05/19,151.80,1.2,152.90,147.00,150.00,"59,405","8,925,163.90"
258,2024/05/16,150.00,0,154.80,149.10,152.00,"67,737","10,288,971.90"
259,2024/05/15,150.00,1.21,159.10,148.60,150.00,"152,799","23,406,566.80"
260,2024/05/14,148.20,2.92,150.50,143.30,146.80,"77,887","11,426,138.20"
261,2024/05/13,144.00,1.12,144.20,141.00,142.40,"29,183","4,179,569.60"
262,2024/05/12,142.40,-1.04,146.70,142.00,146.60,"33,144","4,736,035.30"
263,2024/05/09,143.90,0.7,144.50,141.70,144.50,"42,367","6,035,415.70"
264,2024/05/08,142.90,-0.83,145.00,142.00,145.00,"23,213","3,313,995.50"
265,2024/05/07,144.10,-1.17,147.00,143.60,147.00,"34,809","5,030,252.50"
266,2024/05/06,145.80,-0.34,149.00,144.00,149.00,"43,135","6,265,557.00"
267,2024/05/05,146.30,-2.47,150.00,146.00,150.00,"47,215","6,940,485.90"
268,2024/05/02,150.00,-0.66,154.00,149.00,153.90,"38,977","5,888,943.50"
269,2024/04/30,151.00,2.65,156.00,147.00,147.10,"91,868","13,851,421.40"
270,2024/04/29,147.10,-0.88,151.30,147.00,150.00,"48,613","7,189,919.80"
271,2024/04/28,148.40,0.2,151.00,148.00,150.00,"48,387","7,200,462.50"
272,2024/04/25,148.10,-0.6,151.00,148.00,149.90,"55,116","8,190,450.40"
273,2024/04/24,149.00,-0.67,153.00,148.20,150.20,"39,109","5,880,009.40"
274,2024/04/22,150.00,-2.6,155.00,149.00,155.00,"47,696","7,221,291.70"
275,2024/04/21,154.00,3.36,154.00,147.00,148.00,"68,954","10,324,254.60"
276,2024/04/18,149.00,-0.67,153.00,148.00,150.00,"27,189","4,045,019.90"
277,2024/04/16,150.00,-1.64,152.00,149.10,150.50,"53,407","8,031,902.20"
278,2024/04/15,152.50,-1.61,155.50,152.50,155.50,"78,613","12,086,935.80"
279,2024/04/14,155.00,1.24,156.00,151.00,153.00,"112,114","17,328,202.90"
280,2024/04/10,153.10,-1.23,158.00,153.00,157.30,"96,351","14,936,079.30"
281,2024/04/09,155.00,1.97,159.00,152.70,154.00,"260,140","40,554,158.10"
282,2024/04/07,152.00,1.33,152.00,149.00,150.00,"87,366","13,139,962.70"
283,2024/04/04,150.00,0,151.90,148.00,151.90,"82,578","12,303,782.40"
284,2024/04/03,150.00,-0.6,152.00,148.60,150.50,"59,836","8,976,799.60"
285,2024/04/02,150.90,-0.07,153.90,149.00,149.00,"39,548","5,973,623.40"
286,2024/04/01,151.00,-0.66,154.00,150.00,152.00,"74,981","11,382,357.30"
287,2024/03/31,152.00,-0.65,156.00,151.90,155.00,"84,362","12,933,080.10"
288,2024/03/28,153.00,0,155.00,152.10,154.90,"84,674","12,989,746.40"
289,2024/03/27,153.00,-1.92,158.80,153.00,158.00,"57,506","8,877,828.20"
290,2024/03/26,156.00,2.7,157.60,152.20,153.90,"85,693","13,293,817.80"
291,2024/03/25,151.90,-2.06,155.20,151.00,153.00,"102,415","15,637,162.20"
292,2024/03/21,155.10,-2.45,162.00,154.90,156.30,"120,241","18,832,228.90"
293,2024/03/20,159.00,-0.93,163.50,159.00,161.00,"119,669","19,222,900.30"
294,2024/03/19,160.50,-1.83,166.70,160.40,166.50,"126,112","20,666,335.60"
295,2024/03/18,163.50,0.93,165.00,160.20,163.90,"167,968","27,262,820.50"
296,2024/03/17,162.00,-3.97,170.00,161.90,169.00,"208,275","34,352,383.10"
297,2024/03/14,168.70,2.55,178.00,163.00,163.00,"443,832","75,182,529.50"
298,2024/03/13,164.50,5.11,165.00,154.30,159.60,"380,704","61,288,434.60"
299,2024/03/12,156.50,1.95,158.00,153.00,156.50,"155,203","24,096,041.10"
300,2024/03/10,153.50,0,156.50,152.80,155.00,"115,089","17,766,105.10"
301,2024/03/07,153.50,0.99,155.90,152.60,154.90,"136,719","21,056,081.20"
302,2024/03/06,152.00,1,156.00,147.50,150.50,"172,763","26,208,097.40"
303,2024/03/05,150.50,-5.17,161.80,150.00,161.80,"261,799","40,341,100.20"
304,2024/03/04,158.70,9.98,158.70,147.10,147.10,"23,093","3,620,592.30"
305,2024/03/03,144.30,-1.03,148.00,141.20,145.00,"91,297","13,158,082.60"
306,2024/02/29,145.80,-2.15,151.70,144.00,151.70,"154,930","22,709,451.30"
307,2024/02/28,149.00,-2.61,154.30,148.00,153.10,"127,699","19,181,536.80"
308,2024/02/27,153.00,0,155.00,151.10,155.00,"103,516","15,840,590.10"
309,2024/02/26,153.00,0,155.40,150.20,150.20,"140,231","21,462,902.00"
310,2024/02/25,153.00,-7.1,167.00,148.30,167.00,"399,097","61,103,607.00"
311,2024/02/22,164.70,-3.97,174.90,163.70,174.90,"43,850","7,343,821.60"
312,2024/02/21,171.50,-3.11,180.00,171.50,180.00,"42,306","7,328,509.10"
313,2024/02/20,177.00,0.85,179.90,172.10,179.00,"37,839","6,652,462.30"
314,2024/02/18,175.50,-2.5,181.00,175.50,180.00,"19,485","3,455,186.30"
315,2024/02/15,180.00,-0.06,183.60,177.00,180.00,"44,217","7,953,254.10"
316,2024/02/14,180.10,-0.5,182.90,179.30,182.90,"31,400","5,678,893.60"
317,2024/02/13,181.00,-2.84,187.60,181.00,184.00,"43,602","7,999,120.20"
318,2024/02/12,186.30,1.53,187.60,180.40,181.00,"27,113","5,020,164.20"
319,2024/02/11,183.50,-0.81,191.00,183.10,188.00,"69,917","13,109,931.20"
320,2024/02/08,185.00,0.93,187.00,181.10,183.00,"32,418","5,967,303.70"
321,2024/02/07,183.30,-0.65,188.10,181.10,188.10,"16,809","3,083,274.50"
322,2024/02/06,184.50,0.82,185.50,179.40,183.00,"35,003","6,431,936.00"
323,2024/02/05,183.00,2.81,185.10,180.80,181.50,"28,611","5,190,451.80"
324,2024/02/04,178.00,-1.49,184.00,177.10,177.40,"25,565","4,568,763.20"
325,2024/02/01,180.70,-2.43,185.00,179.50,183.00,"51,292","9,268,419.20"
326,2024/01/31,185.20,-3.54,195.80,185.10,195.80,"39,367","7,427,110.40"
327,2024/01/30,192.00,1.64,192.00,186.00,190.00,"85,017","16,133,971.40"
328,2024/01/29,188.90,1.02,193.60,185.00,190.70,"60,397","11,331,501.10"
329,2024/01/28,187.00,3.95,191.40,177.40,181.00,"54,485","9,986,507.90"
330,2024/01/25,179.90,-2.23,191.00,178.00,187.60,"54,201","9,798,191.90"
331,2024/01/24,184.00,-1.6,195.00,183.40,183.40,"33,243","6,254,512.50"
332,2024/01/23,187.00,-1.06,195.80,183.50,189.00,"63,929","12,042,206.20"
333,2024/01/22,189.00,-2.98,198.60,187.50,198.60,"83,788","16,011,369.00"
334,2024/01/21,194.80,3.07,205.00,188.00,190.00,"201,668","39,805,291.70"
335,2024/01/18,189.00,4.3,197.40,169.00,182.00,"140,147","25,507,500.00"
336,2024/01/17,181.20,-2.05,203.50,180.00,188.70,"276,582","53,743,788.40"
337,2024/01/16,185.00,9.99,185.00,169.00,169.00,"177,248","32,029,723.50"
338,2024/01/14,168.20,7.13,170.00,160.00,160.10,"116,743","19,435,908.10"
339,2024/01/11,157.00,-1.88,162.00,155.50,162.00,"56,555","8,888,300.90"
340,2024/01/10,160.00,-2.38,165.00,160.00,165.00,"43,140","6,987,556.60"
341,2024/01/09,163.90,1.93,168.10,160.90,164.00,"61,989","10,254,949.40"
342,2024/01/08,160.80,0.5,164.50,157.00,157.00,"58,670","9,549,243.40"
343,2024/01/07,160.00,3.23,163.90,156.00,157.40,"84,273","13,547,330.60"
344,2024/01/04,155.00,-1.96,167.20,154.50,161.20,"73,447","11,909,434.10"
345,2024/01/03,158.10,5.54,158.10,147.00,147.00,"45,225","6,926,964.80"
346,2024/01/02,149.80,-4.59,156.00,147.10,156.00,"71,434","10,746,253.00"
347,2024/01/01,157.00,-4.27,167.20,157.00,167.20,"76,789","12,281,879.60"
