Index,Date,LTP,% Change,High,Low,Open,Qty.,Turnover
106,2025/01/13,557.00,-1.59,571.00,550.80,555.00,"60,119","33,532,340.40"
107,2025/01/12,566.00,-1.05,574.10,555.00,572.00,"101,101","56,849,230.60"
108,2025/01/09,572.00,-0.99,589.00,566.10,589.00,"144,729","82,903,027.80"
109,2025/01/08,577.70,2.07,579.00,560.00,566.00,"205,830","117,253,821.00"
110,2025/01/07,566.00,-2.41,585.00,558.00,580.00,"68,838","39,015,688.50"
111,2025/01/06,580.00,1.72,594.00,565.00,571.00,"234,346","135,835,384.10"
112,2025/01/05,570.20,6.18,578.00,527.30,547.70,"195,441","108,022,011.50"
113,2025/01/02,537.00,3.87,537.80,517.00,527.30,"72,848","38,544,769.90"
114,2025/01/01,517.00,0.14,526.60,508.00,526.60,"24,904","12,851,299.70"
115,2024/12/31,516.30,0.25,545.00,491.00,515.00,"171,601","86,577,336.10"
116,2024/12/29,515.00,-2.61,530.00,515.00,518.30,"26,716","13,922,456.90"
117,2024/12/26,528.80,-1.16,539.50,525.10,529.00,"19,252","10,222,223.20"
118,2024/12/24,535.00,-0.93,547.00,535.00,540.00,"34,356","18,488,989.20"
119,2024/12/23,540.00,1.52,544.00,525.00,525.00,"22,423","12,068,138.30"
120,2024/12/22,531.90,1.31,541.50,518.80,530.00,"36,721","19,477,595.50"
121,2024/12/19,525.00,-2.78,550.00,513.00,530.10,"55,781","29,510,257.60"
122,2024/12/18,540.00,0.37,559.00,538.50,545.00,"12,206","6,638,404.10"
123,2024/12/17,538.00,0.56,544.60,525.40,535.00,"28,575","15,355,764.60"
124,2024/12/16,535.00,-3.29,555.00,535.00,550.00,"45,520","24,774,421.00"
125,2024/12/12,553.20,-1.74,569.90,553.00,553.00,"81,215","45,521,319.70"
126,2024/12/11,563.00,1.08,566.00,550.70,550.70,"21,973","12,311,150.90"
127,2024/12/10,557.00,0.67,565.00,547.00,560.00,"56,239","31,204,819.80"
128,2024/12/09,553.30,-1.04,574.00,551.00,553.20,"66,183","37,020,468.60"
129,2024/12/08,559.10,-1.91,574.00,558.30,563.30,"74,544","42,029,574.50"
130,2024/12/05,570.00,-0.52,580.00,559.20,580.00,"132,577","75,023,608.70"
131,2024/12/04,573.00,-2.86,601.60,570.30,601.60,"161,421","93,959,257.30"
132,2024/12/03,589.90,3.47,594.40,571.00,581.50,"211,860","124,411,836.50"
133,2024/12/02,570.10,4.39,575.00,536.00,536.00,"254,142","144,022,825.60"
134,2024/12/01,546.10,-2.66,559.00,539.00,550.00,"95,526","52,068,849.50"
135,2024/11/28,561.00,-3.11,589.00,553.00,580.00,"134,052","75,776,596.20"
136,2024/11/27,579.00,4.51,581.40,550.30,565.00,"431,451","247,295,785.10"
137,2024/11/26,554.00,1.67,560.00,544.00,555.70,"101,595","55,983,715.60"
138,2024/11/25,544.90,-0.91,560.80,542.50,560.80,"114,319","62,788,389.70"
139,2024/11/24,549.90,-2.15,573.00,545.00,573.00,"318,427","176,586,769.50"
140,2024/11/21,562.00,-3.77,619.00,560.00,584.00,"126,388","72,282,426.30"
141,2024/11/20,584.00,-1.02,584.00,569.00,579.00,"230,378","132,387,727.20"
142,2024/11/19,590.00,-6.65,623.10,579.90,620.00,"402,032","239,482,270.30"
143,2024/11/17,632.00,1.35,670.00,602.10,612.00,"318,516","197,166,953.60"
144,2024/11/14,623.60,-6.08,650.80,618.00,650.80,"312,969","197,611,909.30"
145,2024/11/13,664.00,7.97,664.00,606.00,610.00,"295,475","182,287,670.00"
146,2024/11/12,615.00,3.33,625.00,588.00,588.00,"319,827","193,353,736.10"
147,2024/11/11,595.20,-0.33,633.00,576.40,590.10,"271,876","161,272,442.50"
148,2024/11/10,597.20,-1.78,599.00,585.00,595.90,"306,349","181,714,610.00"
149,2024/11/06,608.00,9.12,612.00,547.00,557.00,"422,588","239,448,084.20"
150,2024/11/05,557.20,1.66,564.00,541.00,545.00,"182,575","101,723,546.40"
151,2024/10/30,548.10,0.75,594.00,531.00,550.00,"215,953","117,715,982.90"
152,2024/10/29,544.00,5.63,566.00,505.00,505.00,"317,852","168,054,644.90"
153,2024/10/28,515.00,-6.02,537.10,511.00,537.10,"310,421","159,978,109.00"
154,2024/10/27,548.00,7.87,558.00,499.00,518.00,"274,133","139,150,546.00"
155,2024/10/24,508.00,7.88,515.00,455.10,470.00,"506,092","245,524,403.20"
156,2024/10/23,470.90,-0.86,484.50,460.10,484.50,"127,697","59,662,500.50"
157,2024/10/22,475.00,4.4,488.00,460.00,464.10,"233,669","109,995,973.90"
158,2024/10/21,455.00,4.84,477.00,434.00,434.00,"306,236","139,153,347.80"
159,2024/10/20,434.00,1.88,451.00,409.00,430.00,"313,431","137,461,661.70"
160,2024/10/17,426.00,2.68,433.50,411.00,417.90,"151,384","63,917,614.70"
161,2024/10/16,414.90,1.02,420.00,408.80,410.70,"43,293","17,966,623.20"
162,2024/10/15,410.70,-1.11,423.60,408.80,423.60,"18,190","7,496,927.30"
163,2024/10/09,415.30,6.49,422.20,393.00,395.00,"202,777","83,463,720.30"
164,2024/10/09,415.30,6.49,422.20,393.00,395.00,"202,777","83,463,720.30"
165,2024/10/08,390.00,-0.69,400.00,379.00,400.00,"92,330","35,926,202.10"
166,2024/10/07,392.70,7.59,395.80,361.00,361.00,"81,600","31,399,532.30"
167,2024/10/06,365.00,4.29,366.80,342.10,351.00,"42,178","15,112,109.80"
168,2024/10/02,350.00,0,355.00,333.50,352.00,"32,822","11,230,922.80"
169,2024/10/01,350.00,7.86,351.00,320.10,325.00,"38,392","12,967,287.50"
170,2024/09/30,324.50,2.37,326.00,314.00,323.30,"12,090","3,870,315.50"
171,2024/09/29,317.00,-3.06,332.00,310.00,320.50,"15,692","4,980,687.80"
172,2024/09/26,327.00,1.84,330.00,317.00,326.80,"27,292","8,859,366.50"
173,2024/09/25,321.10,1.26,329.00,311.20,320.00,"18,335","5,874,692.80"
174,2024/09/24,317.10,-3.91,335.00,317.10,329.00,"26,591","8,595,699.60"
175,2024/09/23,330.00,-2.4,350.00,327.10,342.00,"27,053","9,019,748.60"
176,2024/09/22,338.10,-0.29,359.00,338.00,345.80,"20,635","7,077,750.80"
177,2024/09/18,339.10,0.56,347.00,334.40,335.00,"28,505","9,688,076.20"
178,2024/09/16,337.20,-4.48,355.00,337.20,346.20,"24,606","8,489,023.60"
179,2024/09/15,353.00,-2.49,380.00,350.10,362.00,"46,975","17,132,685.80"
180,2024/09/12,362.00,2.81,363.00,345.00,348.00,"33,551","11,916,340.00"
181,2024/09/11,352.10,1.18,360.00,338.10,354.90,"49,420","17,117,282.00"
182,2024/09/10,348.00,-4.13,370.00,347.00,360.00,"51,490","18,174,351.30"
183,2024/09/09,363.00,-2.68,373.00,357.00,366.50,"37,260","13,555,668.10"
184,2024/09/08,373.00,0.81,384.40,367.00,377.00,"40,692","15,259,736.10"
185,2024/09/05,370.00,-1.33,382.00,365.40,382.00,"51,681","19,215,719.90"
186,2024/09/04,375.00,-4.82,400.00,373.00,400.00,"75,341","29,009,745.50"
187,2024/09/03,394.00,-1.99,410.00,390.00,394.10,"50,898","20,317,824.40"
188,2024/09/02,402.00,-1.18,423.00,384.20,399.80,"129,703","51,644,689.50"
189,2024/09/01,406.80,-10,443.00,406.80,443.00,"107,581","43,990,678.40"
190,2024/08/29,452.00,7.62,452.00,385.20,412.00,"207,934","83,737,028.60"
191,2024/08/28,420.00,9.09,423.00,375.00,390.10,"70,765","27,721,482.80"
192,2024/08/27,385.00,-3.27,413.00,371.60,398.00,"55,697","21,502,187.60"
193,2024/08/25,398.00,-6.35,433.00,398.00,433.00,"82,278","33,645,359.60"
194,2024/08/22,425.00,0.24,432.40,414.10,424.00,"81,857","34,447,318.60"
195,2024/08/21,424.00,2.39,424.00,406.00,420.00,"95,121","39,730,281.10"
196,2024/08/18,414.10,-6.1,449.00,410.00,449.00,"158,353","67,030,732.30"
197,2024/08/15,441.00,-0.36,452.00,433.80,433.80,"248,668","110,820,804.10"
198,2024/08/14,442.60,2.93,444.00,426.00,430.00,"155,896","67,820,821.40"
199,2024/08/13,430.00,0.23,443.00,425.00,428.00,"254,385","110,239,260.80"
200,2024/08/12,429.00,-2.96,445.00,428.00,442.00,"173,203","75,215,566.70"
201,2024/08/11,442.10,3.29,454.90,422.00,428.00,"139,257","60,964,983.30"
202,2024/08/08,428.00,-0.47,437.00,420.10,430.00,"174,682","74,659,605.10"
203,2024/08/07,430.00,6.7,430.00,397.00,401.00,"89,165","37,065,877.80"
204,2024/08/06,403.00,-8.41,441.10,397.00,435.00,"113,008","47,986,965.20"
205,2024/08/05,440.00,2.09,449.40,411.70,422.40,"187,907","79,749,934.20"
206,2024/08/01,431.00,-9.13,464.90,430.00,464.90,"225,272","99,641,451.20"
207,2024/07/31,474.30,4.24,489.00,435.00,460.00,"244,030","109,860,038.00"
208,2024/07/30,455.00,3.41,468.00,431.40,431.40,"161,103","72,237,284.50"
209,2024/07/29,440.00,3.7,449.00,417.20,420.00,"176,854","77,221,982.00"
210,2024/07/28,424.30,4,424.30,400.00,416.10,"142,550","58,382,593.10"
211,2024/07/25,408.00,-0.24,417.00,397.00,417.00,"192,600","78,299,138.50"
212,2024/07/24,409.00,-3.54,432.00,406.00,424.10,"142,666","59,054,001.10"
213,2024/07/23,424.00,8.72,426.00,385.10,390.00,"156,823","65,202,198.10"
214,2024/07/22,390.00,6.56,397.50,366.00,370.00,"248,448","95,026,857.80"
215,2024/07/21,366.00,3.1,379.40,342.30,351.00,"256,616","92,693,137.10"
216,2024/07/18,355.00,1.72,374.00,335.30,349.80,"171,154","60,911,670.30"
217,2024/07/17,349.00,1.6,351.80,335.20,346.00,"139,239","47,838,051.30"
218,2024/07/16,343.50,7.38,351.80,317.40,317.60,"107,164","35,815,718.40"
219,2024/07/15,319.90,-0.34,333.50,316.00,327.40,"38,656","12,448,124.20"
220,2024/07/14,321.00,1.29,328.00,316.00,323.20,"38,727","12,476,946.20"
221,2024/07/11,316.90,2.89,318.90,308.00,310.00,"65,892","20,736,768.80"
222,2024/07/10,308.00,0.65,311.70,306.20,306.20,"37,076","11,433,682.00"
223,2024/07/09,306.00,0,310.00,302.30,302.30,"19,289","5,913,356.40"
224,2024/07/08,306.00,-0.65,320.00,301.90,301.90,"20,223","6,206,487.70"
225,2024/07/07,308.00,-0.65,314.00,307.80,308.00,"34,829","10,783,546.10"
226,2024/07/04,310.00,0.81,318.00,303.00,303.00,"31,979","9,922,107.30"
227,2024/07/03,307.50,-1.44,312.30,306.00,306.10,"20,632","6,353,797.90"
228,2024/07/02,312.00,2.3,324.60,305.00,311.10,"37,507","11,600,377.60"
229,2024/07/01,305.00,-0.97,312.00,303.20,303.20,"22,215","6,766,948.30"
230,2024/06/30,308.00,0.98,312.00,302.00,305.00,"18,625","5,699,647.60"
231,2024/06/27,305.00,-2.87,318.00,304.00,313.00,"41,990","12,894,335.20"
232,2024/06/26,314.00,0.29,332.00,310.00,312.00,"31,758","10,012,743.70"
233,2024/06/25,313.10,-1.85,324.90,313.00,319.00,"35,042","11,083,709.00"
234,2024/06/24,319.00,-0.65,339.00,314.70,314.70,"42,554","13,537,618.70"
235,2024/06/23,321.10,-1.5,330.00,316.20,320.10,"22,928","7,392,280.10"
236,2024/06/20,326.00,0.62,336.90,317.60,317.60,"62,270","20,360,917.30"
237,2024/06/19,324.00,1.6,329.40,312.70,325.20,"56,091","18,234,254.50"
238,2024/06/18,318.90,-1.51,324.00,313.00,318.00,"82,731","26,250,868.50"
239,2024/06/16,323.80,-2.18,339.00,320.00,325.00,"71,461","23,382,919.20"
240,2024/06/13,331.00,3.44,332.00,317.20,320.00,"82,329","26,938,317.10"
241,2024/06/12,320.00,0,332.40,315.00,320.00,"68,019","21,883,377.20"
